"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","2000-12-01","0.32",,"53","57",
"UKM00003772","HEATHROW, UK","2000-12-02",,,"51",,
"UKM00003772","HEATHROW, UK","2000-12-03",,,"47","52","39"
"UKM00003772","HEATHROW, UK","2000-12-04","0.43",,"53",,"47"
"UKM00003772","HEATHROW, UK","2000-12-05","0.10",,"54","56","53"
"UKM00003772","HEATHROW, UK","2000-12-06",,,"53",,
"UKM00003772","HEATHROW, UK","2000-12-07","0.04",,"50",,
"UKM00003772","HEATHROW, UK","2000-12-08","0.55",,"51",,
"UKM00003772","HEATHROW, UK","2000-12-09","0.07",,"49","53","46"
"UKM00003772","HEATHROW, UK","2000-12-10","0.32",,"51",,"48"
"UKM00003772","HEATHROW, UK","2000-12-11","0.07",,"56","58","50"
"UKM00003772","HEATHROW, UK","2000-12-12","0.28",,"56",,
"UKM00003772","HEATHROW, UK","2000-12-13","0.19",,"50","54",
"UKM00003772","HEATHROW, UK","2000-12-14","0.05",,"43","49",
"UKM00003772","HEATHROW, UK","2000-12-15",,,"40","45",
"UKM00003772","HEATHROW, UK","2000-12-16",,,"36","40","31"
"UKM00003772","HEATHROW, UK","2000-12-17",,,"39","42","37"
"UKM00003772","HEATHROW, UK","2000-12-18","0.05",,"44",,"38"
"UKM00003772","HEATHROW, UK","2000-12-19","0.15",,"47","50",
"UKM00003772","HEATHROW, UK","2000-12-20",,,"48",,
"UKM00003772","HEATHROW, UK","2000-12-21",,,"43",,
"UKM00003772","HEATHROW, UK","2000-12-22",,,"41",,"38"
"UKM00003772","HEATHROW, UK","2000-12-23",,,"40",,"37"
"UKM00003772","HEATHROW, UK","2000-12-24","0.24",,"42",,
"UKM00003772","HEATHROW, UK","2000-12-25","0.10",,"39",,
"UKM00003772","HEATHROW, UK","2000-12-26",,,"35","36",
"UKM00003772","HEATHROW, UK","2000-12-27",,,"35","37",
"UKM00003772","HEATHROW, UK","2000-12-28",,"0.4","31","37","26"
"UKM00003772","HEATHROW, UK","2000-12-29",,"0.4","27","34","22"
"UKM00003772","HEATHROW, UK","2000-12-30",,,"30","38","22"
"UKM00003772","HEATHROW, UK","2000-12-31",,,"34","41","24"
"UKM00003772","HEATHROW, UK","2001-01-01","0.28",,"49","52","37"
"UKM00003772","HEATHROW, UK","2001-01-02","0.24",,"49","51",
"UKM00003772","HEATHROW, UK","2001-01-03","0.03",,"44",,
"UKM00003772","HEATHROW, UK","2001-01-04","0.39",,"48","51","43"
"UKM00003772","HEATHROW, UK","2001-01-05","0.12",,"45","46",
"UKM00003772","HEATHROW, UK","2001-01-06",,,"42","47",
"UKM00003772","HEATHROW, UK","2001-01-07",,,"40","45",
"UKM00003772","HEATHROW, UK","2001-01-08",,,"40",,"35"
"UKM00003772","HEATHROW, UK","2001-01-09",,,"38",,"33"
"UKM00003772","HEATHROW, UK","2001-01-10",,,"41","44","38"
"UKM00003772","HEATHROW, UK","2001-01-11",,,"40","42",
"UKM00003772","HEATHROW, UK","2001-01-12",,,"42","45",
"UKM00003772","HEATHROW, UK","2001-01-13",,,"40","46",
"UKM00003772","HEATHROW, UK","2001-01-14",,,"40","45","35"
"UKM00003772","HEATHROW, UK","2001-01-15",,,"36",,
"UKM00003772","HEATHROW, UK","2001-01-16",,,"33","38",
"UKM00003772","HEATHROW, UK","2001-01-17",,,"33",,"27"
"UKM00003772","HEATHROW, UK","2001-01-18",,,"32","38",
"UKM00003772","HEATHROW, UK","2001-01-19",,,"31","36",
"UKM00003772","HEATHROW, UK","2001-01-20",,,"31","36","27"
"UKM00003772","HEATHROW, UK","2001-01-21","0.31",,"36","40","27"
"UKM00003772","HEATHROW, UK","2001-01-22","0.17",,"44","50","37"
"UKM00003772","HEATHROW, UK","2001-01-23","0.17",,"48","54","42"
"UKM00003772","HEATHROW, UK","2001-01-24","0.58",,"47","50",
"UKM00003772","HEATHROW, UK","2001-01-25","0.12",,"43","48",
"UKM00003772","HEATHROW, UK","2001-01-26",,,"42","47",
"UKM00003772","HEATHROW, UK","2001-01-27",,,"39","45",
"UKM00003772","HEATHROW, UK","2001-01-28",,,"36","44","30"
"UKM00003772","HEATHROW, UK","2001-01-29",,,"36","40","32"
"UKM00003772","HEATHROW, UK","2001-01-30",,,"39","41","33"
"UKM00003772","HEATHROW, UK","2001-01-31","0.07",,"40",,
"UKM00003772","HEATHROW, UK","2001-02-01",,,"35","40","30"
"UKM00003772","HEATHROW, UK","2001-02-02","0.23",,"43",,"36"
"UKM00003772","HEATHROW, UK","2001-02-03","0.19",,"45","52",
"UKM00003772","HEATHROW, UK","2001-02-04","0.36",,"46","52",
"UKM00003772","HEATHROW, UK","2001-02-05","0.30",,"49","53","45"
"UKM00003772","HEATHROW, UK","2001-02-06","0.24",,"50","54",
"UKM00003772","HEATHROW, UK","2001-02-07","0.03",,"49","54","46"
"UKM00003772","HEATHROW, UK","2001-02-08","0.71",,"42",,
"UKM00003772","HEATHROW, UK","2001-02-09",,,"39",,
"UKM00003772","HEATHROW, UK","2001-02-10",,,"44",,"34"
"UKM00003772","HEATHROW, UK","2001-02-11","0.03",,"54","56","47"
"UKM00003772","HEATHROW, UK","2001-02-12",,,"50",,
"UKM00003772","HEATHROW, UK","2001-02-13",,,"43","51",
"UKM00003772","HEATHROW, UK","2001-02-14",,,"42",,
"UKM00003772","HEATHROW, UK","2001-02-15",,,"40","48",
"UKM00003772","HEATHROW, UK","2001-02-16",,,"41","50","32"
"UKM00003772","HEATHROW, UK","2001-02-17",,,"40","48",
"UKM00003772","HEATHROW, UK","2001-02-18",,,"39","47",
"UKM00003772","HEATHROW, UK","2001-02-19",,,"38",,
"UKM00003772","HEATHROW, UK","2001-02-20",,,"40","47",
"UKM00003772","HEATHROW, UK","2001-02-21","0.06",,"48","54","40"
"UKM00003772","HEATHROW, UK","2001-02-22","0.06",,"47","51","41"
"UKM00003772","HEATHROW, UK","2001-02-23","0.05",,"42",,
"UKM00003772","HEATHROW, UK","2001-02-24","0.05",,"37","42",
"UKM00003772","HEATHROW, UK","2001-02-25",,,"35","42",
"UKM00003772","HEATHROW, UK","2001-02-26","0.11",,"39","45","32"
"UKM00003772","HEATHROW, UK","2001-02-27",,,"39","44","34"
"UKM00003772","HEATHROW, UK","2001-02-28","0.11",,"37",,
"UKM00003772","HEATHROW, UK","2001-03-01","0.07",,"35","40",
"UKM00003772","HEATHROW, UK","2001-03-02","0.06",,"32","38","27"
"UKM00003772","HEATHROW, UK","2001-03-03",,"0.4","35","39",
"UKM00003772","HEATHROW, UK","2001-03-04",,,"36","41",
"UKM00003772","HEATHROW, UK","2001-03-05",,,"36","47",
"UKM00003772","HEATHROW, UK","2001-03-06",,,"44","56","33"
"UKM00003772","HEATHROW, UK","2001-03-07","0.24",,"53","59","47"
"UKM00003772","HEATHROW, UK","2001-03-08","0.28",,"48","51",
"UKM00003772","HEATHROW, UK","2001-03-09","0.01",,"50","56","43"
"UKM00003772","HEATHROW, UK","2001-03-10","0.04",,"53",,"49"
"UKM00003772","HEATHROW, UK","2001-03-11",,,"52",,
"UKM00003772","HEATHROW, UK","2001-03-12","0.16",,"44","53","39"
"UKM00003772","HEATHROW, UK","2001-03-13","0.07",,"44","50",
"UKM00003772","HEATHROW, UK","2001-03-14",,,"45","53",
"UKM00003772","HEATHROW, UK","2001-03-15","0.05",,"46",,
"UKM00003772","HEATHROW, UK","2001-03-16","0.03",,"46","48",
"UKM00003772","HEATHROW, UK","2001-03-17","0.47",,"40",,
"UKM00003772","HEATHROW, UK","2001-03-18","0.37",,"38","44","35"
"UKM00003772","HEATHROW, UK","2001-03-19",,,"39",,"35"
"UKM00003772","HEATHROW, UK","2001-03-20",,,"38","40",
"UKM00003772","HEATHROW, UK","2001-03-21","0.43",,"40",,"36"
"UKM00003772","HEATHROW, UK","2001-03-22","0.15",,"48","57","42"
"UKM00003772","HEATHROW, UK","2001-03-23","0.39",,"49",,"48"
"UKM00003772","HEATHROW, UK","2001-03-24","0.05",,"47",,
"UKM00003772","HEATHROW, UK","2001-03-25",,,"42",,
"UKM00003772","HEATHROW, UK","2001-03-26","0.06",,"41","45","39"
"UKM00003772","HEATHROW, UK","2001-03-27",,,"44","49","38"
"UKM00003772","HEATHROW, UK","2001-03-28","0.40",,"46","51",
"UKM00003772","HEATHROW, UK","2001-03-29","0.12",,"46","53",
"UKM00003772","HEATHROW, UK","2001-03-30",,,"47","56","37"
"UKM00003772","HEATHROW, UK","2001-03-31","0.05",,"53","60","45"
"UKM00003772","HEATHROW, UK","2001-04-01",,,"54","60","49"
"UKM00003772","HEATHROW, UK","2001-04-02",,,"56","67","46"
"UKM00003772","HEATHROW, UK","2001-04-03","0.11",,"50","58","43"
"UKM00003772","HEATHROW, UK","2001-04-04","0.32",,"47","53",
"UKM00003772","HEATHROW, UK","2001-04-05",,,"47","54","40"
"UKM00003772","HEATHROW, UK","2001-04-06","0.06",,"52","57",
"UKM00003772","HEATHROW, UK","2001-04-07","0.06",,"46","54","41"
"UKM00003772","HEATHROW, UK","2001-04-08","0.06",,"46","55",
"UKM00003772","HEATHROW, UK","2001-04-09",,,"53","63","44"
"UKM00003772","HEATHROW, UK","2001-04-10","0.02",,"50",,
"UKM00003772","HEATHROW, UK","2001-04-11",,,"48","53",
"UKM00003772","HEATHROW, UK","2001-04-12",,,"49","56","43"
"UKM00003772","HEATHROW, UK","2001-04-13",,,"45","51",
"UKM00003772","HEATHROW, UK","2001-04-14",,,"45","52","37"
"UKM00003772","HEATHROW, UK","2001-04-15","0.15",,"50","55",
"UKM00003772","HEATHROW, UK","2001-04-16","0.05",,"45","49",
"UKM00003772","HEATHROW, UK","2001-04-17",,,"44","52","34"
"UKM00003772","HEATHROW, UK","2001-04-18","0.04",,"42","48",
"UKM00003772","HEATHROW, UK","2001-04-19","0.06",,"41","50","33"
"UKM00003772","HEATHROW, UK","2001-04-20",,,"42","48",
"UKM00003772","HEATHROW, UK","2001-04-21",,,"44","52","37"
"UKM00003772","HEATHROW, UK","2001-04-22",,,"45","53","40"
"UKM00003772","HEATHROW, UK","2001-04-23","0.28",,"49","57",
"UKM00003772","HEATHROW, UK","2001-04-24",,,"48",,"41"
"UKM00003772","HEATHROW, UK","2001-04-25","0.07",,"49","55","42"
"UKM00003772","HEATHROW, UK","2001-04-26","0.07",,"50","59","41"
"UKM00003772","HEATHROW, UK","2001-04-27",,,"51","59","44"
"UKM00003772","HEATHROW, UK","2001-04-28","0.32",,"50","58",
"UKM00003772","HEATHROW, UK","2001-04-29","0.36",,"47","54",
"UKM00003772","HEATHROW, UK","2001-04-30","0.03",,"50","56","42"
"UKM00003772","HEATHROW, UK","2001-05-01","0.15",,"47",,"44"
"UKM00003772","HEATHROW, UK","2001-05-02",,,"49","59","44"
"UKM00003772","HEATHROW, UK","2001-05-03",,,"52","63","44"
"UKM00003772","HEATHROW, UK","2001-05-04",,,"49","56","42"
"UKM00003772","HEATHROW, UK","2001-05-05",,,"47","56","38"
"UKM00003772","HEATHROW, UK","2001-05-06",,,"47","55",
"UKM00003772","HEATHROW, UK","2001-05-07",,,"50","60",
"UKM00003772","HEATHROW, UK","2001-05-08",,,"52","63","41"
"UKM00003772","HEATHROW, UK","2001-05-09",,,"53","64","42"
"UKM00003772","HEATHROW, UK","2001-05-10",,,"62","73","49"
"UKM00003772","HEATHROW, UK","2001-05-11",,,"66","79","55"
"UKM00003772","HEATHROW, UK","2001-05-12",,,"65",,"48"
"UKM00003772","HEATHROW, UK","2001-05-13",,,"64",,"53"
"UKM00003772","HEATHROW, UK","2001-05-14","0.03",,"56","59","53"
"UKM00003772","HEATHROW, UK","2001-05-15","0.06",,"58","66","50"
"UKM00003772","HEATHROW, UK","2001-05-16","0.40",,"55","60","52"
"UKM00003772","HEATHROW, UK","2001-05-17","0.23",,"48",,
"UKM00003772","HEATHROW, UK","2001-05-18","0.05",,"53","62",
"UKM00003772","HEATHROW, UK","2001-05-19",,,"55","61",
"UKM00003772","HEATHROW, UK","2001-05-20",,,"59","65","52"
"UKM00003772","HEATHROW, UK","2001-05-21",,,"57","65",
"UKM00003772","HEATHROW, UK","2001-05-22",,,"58","67","47"
"UKM00003772","HEATHROW, UK","2001-05-23",,,"60",,"48"
"UKM00003772","HEATHROW, UK","2001-05-24",,,"62","74","51"
"UKM00003772","HEATHROW, UK","2001-05-25",,,"59","69","51"
"UKM00003772","HEATHROW, UK","2001-05-26",,,"63","74",
"UKM00003772","HEATHROW, UK","2001-05-27","0.06",,"63","70","57"
"UKM00003772","HEATHROW, UK","2001-05-28","0.06",,"66","76",
"UKM00003772","HEATHROW, UK","2001-05-29",,,"63","72",
"UKM00003772","HEATHROW, UK","2001-05-30",,,"63","74","53"
"UKM00003772","HEATHROW, UK","2001-05-31",,,"59","66",
"UKM00003772","HEATHROW, UK","2001-06-01",,,"58","66",
"UKM00003772","HEATHROW, UK","2001-06-02","0.03",,"57","62",
"UKM00003772","HEATHROW, UK","2001-06-03",,,"54","62","44"
"UKM00003772","HEATHROW, UK","2001-06-04",,,"58","69","46"
"UKM00003772","HEATHROW, UK","2001-06-05",,,"61","69","49"
"UKM00003772","HEATHROW, UK","2001-06-06",,,"59","67",
"UKM00003772","HEATHROW, UK","2001-06-07",,,"56","64",
"UKM00003772","HEATHROW, UK","2001-06-08",,,"53","62","45"
"UKM00003772","HEATHROW, UK","2001-06-09",,,"53","64","42"
"UKM00003772","HEATHROW, UK","2001-06-10","0.22",,"53","59",
"UKM00003772","HEATHROW, UK","2001-06-11",,,"56","64","43"
"UKM00003772","HEATHROW, UK","2001-06-12",,,"59","65","53"
"UKM00003772","HEATHROW, UK","2001-06-13",,,"62","71","53"
"UKM00003772","HEATHROW, UK","2001-06-14",,,"60","71",
"UKM00003772","HEATHROW, UK","2001-06-15","0.32",,"61","69","55"
"UKM00003772","HEATHROW, UK","2001-06-16","0.83",,"59","62",
"UKM00003772","HEATHROW, UK","2001-06-17","0.05",,"56","60",
"UKM00003772","HEATHROW, UK","2001-06-18",,,"58",,
"UKM00003772","HEATHROW, UK","2001-06-19",,,"62",,"53"
"UKM00003772","HEATHROW, UK","2001-06-20",,,"64","76","53"
"UKM00003772","HEATHROW, UK","2001-06-21",,,"62","71","54"
"UKM00003772","HEATHROW, UK","2001-06-22",,,"62","72","51"
"UKM00003772","HEATHROW, UK","2001-06-23",,,"63","75",
"UKM00003772","HEATHROW, UK","2001-06-24",,,"68","81",
"UKM00003772","HEATHROW, UK","2001-06-25",,,"72","84","61"
"UKM00003772","HEATHROW, UK","2001-06-26",,,"76",,
"UKM00003772","HEATHROW, UK","2001-06-27",,,"68","77",
"UKM00003772","HEATHROW, UK","2001-06-28",,,"65","73","59"
"UKM00003772","HEATHROW, UK","2001-06-29","0.06",,"65","70","61"
"UKM00003772","HEATHROW, UK","2001-06-30","0.06",,"66","74",
"UKM00003772","HEATHROW, UK","2001-07-01",,,"68","79","55"
"UKM00003772","HEATHROW, UK","2001-07-02",,,"73","81",
"UKM00003772","HEATHROW, UK","2001-07-03",,,"74","85","64"
"UKM00003772","HEATHROW, UK","2001-07-04",,,"75","85","66"
"UKM00003772","HEATHROW, UK","2001-07-05",,,"74","87","66"
"UKM00003772","HEATHROW, UK","2001-07-06","0.15",,"70","79",
"UKM00003772","HEATHROW, UK","2001-07-07",,,"66","71","62"
"UKM00003772","HEATHROW, UK","2001-07-08","0.04",,"64","69",
"UKM00003772","HEATHROW, UK","2001-07-09",,,"62","70","53"
"UKM00003772","HEATHROW, UK","2001-07-10","0.16",,"62","68",
"UKM00003772","HEATHROW, UK","2001-07-11",,,"62","71","56"
"UKM00003772","HEATHROW, UK","2001-07-12",,,"61","70","53"
"UKM00003772","HEATHROW, UK","2001-07-13",,,"60","72",
"UKM00003772","HEATHROW, UK","2001-07-14","0.23",,"58","67","53"
"UKM00003772","HEATHROW, UK","2001-07-15",,,"59","68","51"
"UKM00003772","HEATHROW, UK","2001-07-16",,,"62","72","51"
"UKM00003772","HEATHROW, UK","2001-07-17",,,"60","71","53"
"UKM00003772","HEATHROW, UK","2001-07-18","0.20",,"62","69","57"
"UKM00003772","HEATHROW, UK","2001-07-19","0.12",,"59","63",
"UKM00003772","HEATHROW, UK","2001-07-20",,,"60","71","50"
"UKM00003772","HEATHROW, UK","2001-07-21","0.11",,"65","72","55"
"UKM00003772","HEATHROW, UK","2001-07-22","0.03",,"63","68","58"
"UKM00003772","HEATHROW, UK","2001-07-23",,,"67","78","55"
"UKM00003772","HEATHROW, UK","2001-07-24",,,"65","74","55"
"UKM00003772","HEATHROW, UK","2001-07-25",,,"68","79","58"
"UKM00003772","HEATHROW, UK","2001-07-26",,,"71","84","57"
"UKM00003772","HEATHROW, UK","2001-07-27",,,"74","85","62"
"UKM00003772","HEATHROW, UK","2001-07-28",,,"76","89","63"
"UKM00003772","HEATHROW, UK","2001-07-29",,,"78","89",
"UKM00003772","HEATHROW, UK","2001-07-30",,,"74","84","65"
"UKM00003772","HEATHROW, UK","2001-07-31",,,"71","80","62"
"UKM00003772","HEATHROW, UK","2001-08-01",,,"69","80",
"UKM00003772","HEATHROW, UK","2001-08-02",,,"63","70","58"
"UKM00003772","HEATHROW, UK","2001-08-03","0.08",,"64","75",
"UKM00003772","HEATHROW, UK","2001-08-04",,,"62",,
"UKM00003772","HEATHROW, UK","2001-08-05",,,"64","74","54"
"UKM00003772","HEATHROW, UK","2001-08-06","0.03",,"66","76","60"
"UKM00003772","HEATHROW, UK","2001-08-07","0.06",,"63","69","57"
"UKM00003772","HEATHROW, UK","2001-08-08","0.06",,"63","71",
"UKM00003772","HEATHROW, UK","2001-08-09",,,"57","64","54"
"UKM00003772","HEATHROW, UK","2001-08-10",,,"59","69",
"UKM00003772","HEATHROW, UK","2001-08-11",,,"61",,"51"
"UKM00003772","HEATHROW, UK","2001-08-12","0.07",,"64","68","60"
"UKM00003772","HEATHROW, UK","2001-08-13",,,"69","79","63"
"UKM00003772","HEATHROW, UK","2001-08-14",,,"71","81","63"
"UKM00003772","HEATHROW, UK","2001-08-15",,,"73",,
"UKM00003772","HEATHROW, UK","2001-08-16","0.01",,"65","75",
"UKM00003772","HEATHROW, UK","2001-08-17",,,"64","74","55"
"UKM00003772","HEATHROW, UK","2001-08-18",,,"66","78","60"
"UKM00003772","HEATHROW, UK","2001-08-19","0.75",,"65","73",
"UKM00003772","HEATHROW, UK","2001-08-20",,,"65","73","57"
"UKM00003772","HEATHROW, UK","2001-08-21",,,"65",,"53"
"UKM00003772","HEATHROW, UK","2001-08-22",,,"69","78",
"UKM00003772","HEATHROW, UK","2001-08-23",,,"70","75","62"
"UKM00003772","HEATHROW, UK","2001-08-24",,,"73","83",
"UKM00003772","HEATHROW, UK","2001-08-25",,,"74","89",
"UKM00003772","HEATHROW, UK","2001-08-26","0.27",,"67",,
"UKM00003772","HEATHROW, UK","2001-08-27",,,"64","72","55"
"UKM00003772","HEATHROW, UK","2001-08-28",,,"63","72",
"UKM00003772","HEATHROW, UK","2001-08-29",,,"62","74","51"
"UKM00003772","HEATHROW, UK","2001-08-30","0.05",,"63","68",
"UKM00003772","HEATHROW, UK","2001-08-31","0.36",,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-09-01",,,"60","69","51"
"UKM00003772","HEATHROW, UK","2001-09-02","0.06",,"65","72","60"
"UKM00003772","HEATHROW, UK","2001-09-03",,,"61","68","55"
"UKM00003772","HEATHROW, UK","2001-09-04","0.08",,"58","64","51"
"UKM00003772","HEATHROW, UK","2001-09-05",,,"58","68","46"
"UKM00003772","HEATHROW, UK","2001-09-06",,,"61","67",
"UKM00003772","HEATHROW, UK","2001-09-07",,,"61","70","52"
"UKM00003772","HEATHROW, UK","2001-09-08","0.02",,"60","65",
"UKM00003772","HEATHROW, UK","2001-09-09",,,"54",,"48"
"UKM00003772","HEATHROW, UK","2001-09-10",,,"55","63","47"
"UKM00003772","HEATHROW, UK","2001-09-11",,,"60",,"50"
"UKM00003772","HEATHROW, UK","2001-09-12","0.03",,"59","66",
"UKM00003772","HEATHROW, UK","2001-09-13","0.12",,"55","62","51"
"UKM00003772","HEATHROW, UK","2001-09-14",,,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-09-15",,,"58","66",
"UKM00003772","HEATHROW, UK","2001-09-16","0.06",,"56","63","50"
"UKM00003772","HEATHROW, UK","2001-09-17","0.03",,"53",,"47"
"UKM00003772","HEATHROW, UK","2001-09-18","0.11",,"56",,
"UKM00003772","HEATHROW, UK","2001-09-19","0.16",,"56","58","54"
"UKM00003772","HEATHROW, UK","2001-09-20","0.06",,"57",,"53"
"UKM00003772","HEATHROW, UK","2001-09-21",,,"55","61",
"UKM00003772","HEATHROW, UK","2001-09-22",,,"55","64","45"
"UKM00003772","HEATHROW, UK","2001-09-23",,,"54","60",
"UKM00003772","HEATHROW, UK","2001-09-24","0.03",,"56","64",
"UKM00003772","HEATHROW, UK","2001-09-25",,,"54","63","46"
"UKM00003772","HEATHROW, UK","2001-09-26","0.15",,"55","63","48"
"UKM00003772","HEATHROW, UK","2001-09-27",,,"62","68",
"UKM00003772","HEATHROW, UK","2001-09-28",,,"64",,"53"
"UKM00003772","HEATHROW, UK","2001-09-29","0.56",,"62","67",
"UKM00003772","HEATHROW, UK","2001-09-30",,,"60","63","53"
"UKM00003772","HEATHROW, UK","2001-10-01","0.10",,"62","66","58"
"UKM00003772","HEATHROW, UK","2001-10-02","0.63",,"59",,
"UKM00003772","HEATHROW, UK","2001-10-03",,,"58","67","53"
"UKM00003772","HEATHROW, UK","2001-10-04",,,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-10-05",,,"62","68","57"
"UKM00003772","HEATHROW, UK","2001-10-06","0.24",,"59","64",
"UKM00003772","HEATHROW, UK","2001-10-07","0.75",,"56",,"53"
"UKM00003772","HEATHROW, UK","2001-10-08","0.16",,"55","60",
"UKM00003772","HEATHROW, UK","2001-10-09",,,"56",,
"UKM00003772","HEATHROW, UK","2001-10-10",,,"56",,"46"
"UKM00003772","HEATHROW, UK","2001-10-11","0.06",,"60","65",
"UKM00003772","HEATHROW, UK","2001-10-12",,,"61","72",
"UKM00003772","HEATHROW, UK","2001-10-13",,,"65","74","56"
"UKM00003772","HEATHROW, UK","2001-10-14",,,"61","67","56"
"UKM00003772","HEATHROW, UK","2001-10-15","0.28",,"59","66",
"UKM00003772","HEATHROW, UK","2001-10-16",,,"55",,
"UKM00003772","HEATHROW, UK","2001-10-17",,,"59","67","51"
"UKM00003772","HEATHROW, UK","2001-10-18","0.15",,"59","65",
"UKM00003772","HEATHROW, UK","2001-10-19",,,"58","63","50"
"UKM00003772","HEATHROW, UK","2001-10-20","0.38",,"61","63",
"UKM00003772","HEATHROW, UK","2001-10-21","0.78",,"54",,
"UKM00003772","HEATHROW, UK","2001-10-22",,,"53","62",
"UKM00003772","HEATHROW, UK","2001-10-23","0.23",,"59","64",
"UKM00003772","HEATHROW, UK","2001-10-24","0.22",,"56","62",
"UKM00003772","HEATHROW, UK","2001-10-25",,,"57","62",
"UKM00003772","HEATHROW, UK","2001-10-26","0.26",,"58","62",
"UKM00003772","HEATHROW, UK","2001-10-27",,,"56","62","50"
"UKM00003772","HEATHROW, UK","2001-10-28","0.14",,"54","60",
"UKM00003772","HEATHROW, UK","2001-10-29",,,"54","59","45"
"UKM00003772","HEATHROW, UK","2001-10-30",,,"59","66","54"
"UKM00003772","HEATHROW, UK","2001-10-31",,,"52",,
"UKM00003772","HEATHROW, UK","2001-11-01",,,"47",,"40"
"UKM00003772","HEATHROW, UK","2001-11-02",,,"48","58",
"UKM00003772","HEATHROW, UK","2001-11-03",,,"46","55","38"
"UKM00003772","HEATHROW, UK","2001-11-04","0.06",,"48","54","44"
"UKM00003772","HEATHROW, UK","2001-11-05",,,"46","52",
"UKM00003772","HEATHROW, UK","2001-11-06",,,"53","58","46"
"UKM00003772","HEATHROW, UK","2001-11-07","0.07",,"53","57","49"
"UKM00003772","HEATHROW, UK","2001-11-08","0.50",,"43",,
"UKM00003772","HEATHROW, UK","2001-11-09",,,"38",,"34"
"UKM00003772","HEATHROW, UK","2001-11-10",,,"40","49","31"
"UKM00003772","HEATHROW, UK","2001-11-11",,,"50",,"43"
"UKM00003772","HEATHROW, UK","2001-11-12",,,"49","52","45"
"UKM00003772","HEATHROW, UK","2001-11-13",,,"43",,
"UKM00003772","HEATHROW, UK","2001-11-14",,,"40","47","33"
"UKM00003772","HEATHROW, UK","2001-11-15",,,"40","48","33"
"UKM00003772","HEATHROW, UK","2001-11-16",,,"49","52","42"
"UKM00003772","HEATHROW, UK","2001-11-17","0.03",,"49","50",
"UKM00003772","HEATHROW, UK","2001-11-18","0.03",,"47","49","45"
"UKM00003772","HEATHROW, UK","2001-11-19","0.05",,"46","49",
"UKM00003772","HEATHROW, UK","2001-11-20",,,"46",,"38"
"UKM00003772","HEATHROW, UK","2001-11-21","0.06",,"51","54","46"
"UKM00003772","HEATHROW, UK","2001-11-22","0.08",,"49",,
"UKM00003772","HEATHROW, UK","2001-11-23",,,"39",,
"UKM00003772","HEATHROW, UK","2001-11-24",,,"50","59","42"
"UKM00003772","HEATHROW, UK","2001-11-25",,,"51","58",
"UKM00003772","HEATHROW, UK","2001-11-26",,,"40","47",
"UKM00003772","HEATHROW, UK","2001-11-27",,,"42",,"32"
"UKM00003772","HEATHROW, UK","2001-11-28",,,"44",,
"UKM00003772","HEATHROW, UK","2001-11-29","0.20",,"54",,"47"
"UKM00003772","HEATHROW, UK","2001-11-30","0.14",,"57",,"55"
"UKM00003772","HEATHROW, UK","2001-12-01","0.14",,"51",,
"UKM00003772","HEATHROW, UK","2001-12-02",,,"41","45",
"UKM00003772","HEATHROW, UK","2001-12-03",,,"45",,"39"
"UKM00003772","HEATHROW, UK","2001-12-04",,,"49","52",
"UKM00003772","HEATHROW, UK","2001-12-05","0.28",,"49","58","43"
"UKM00003772","HEATHROW, UK","2001-12-06",,,"44","47","38"
"UKM00003772","HEATHROW, UK","2001-12-07",,,"45","52",
"UKM00003772","HEATHROW, UK","2001-12-08",,,"39","45","35"
"UKM00003772","HEATHROW, UK","2001-12-09",,,"39","45",
"UKM00003772","HEATHROW, UK","2001-12-10",,,"40","47","35"
"UKM00003772","HEATHROW, UK","2001-12-11",,,"37",,"34"
"UKM00003772","HEATHROW, UK","2001-12-12",,,"42","45","35"
"UKM00003772","HEATHROW, UK","2001-12-13",,,"44",,
"UKM00003772","HEATHROW, UK","2001-12-14",,,"36",,
"UKM00003772","HEATHROW, UK","2001-12-15",,,"37",,
"UKM00003772","HEATHROW, UK","2001-12-16",,,"40",,
"UKM00003772","HEATHROW, UK","2001-12-17",,,"38",,"33"
"UKM00003772","HEATHROW, UK","2001-12-18","0.03",,"40","47",
"UKM00003772","HEATHROW, UK","2001-12-19",,,"37",,"29"
"UKM00003772","HEATHROW, UK","2001-12-20",,,"37",,
"UKM00003772","HEATHROW, UK","2001-12-21",,,"40","47","31"
"UKM00003772","HEATHROW, UK","2001-12-22",,,"34",,
"UKM00003772","HEATHROW, UK","2001-12-23",,,"32",,"26"
"UKM00003772","HEATHROW, UK","2001-12-24",,,"44","48","33"
"UKM00003772","HEATHROW, UK","2001-12-25","0.19",,"41",,
"UKM00003772","HEATHROW, UK","2001-12-26",,,"33","38","28"
"UKM00003772","HEATHROW, UK","2001-12-27","0.05",,"43","49","31"
"UKM00003772","HEATHROW, UK","2001-12-28",,,"44","49",
"UKM00003772","HEATHROW, UK","2001-12-29","0.03",,"34","38",
"UKM00003772","HEATHROW, UK","2001-12-30",,,"34","41","28"
"UKM00003772","HEATHROW, UK","2001-12-31",,,"32",,
"UKM00003772","HEATHROW, UK","2002-01-01",,,"30","39","22"
